home,away,date,gh,ga,full_time,competition,home_ident,away_ident,home_country,away_country,home_code,away_code,home_continent,away_continent,continent,level
Rampla Juniors Futbol Club,Institucion Atletica Sud America,1933-03-25,1,1,F,uruguay,Rampla Juniors Futbol Club (Uruguay),Institucion Atletica Sud America (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Racing Club,1933-03-25,2,0,F,uruguay,Montevideo Wanderers (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,River Plate,1933-04-01,0,0,F,uruguay,CA Penarol (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Rampla Juniors Futbol Club,1933-04-01,2,0,F,uruguay,Nacional (Uruguay),Rampla Juniors Futbol Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Racing Club,Defensor Sporting,1933-04-01,4,2,F,uruguay,Racing Club (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,Institucion Atletica Sud America,1933-04-01,0,1,F,uruguay,Bella Vista (Uruguay),Institucion Atletica Sud America (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Central Espanol,1933-04-01,0,0,F,uruguay,Montevideo Wanderers (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Bella Vista,1933-04-08,2,0,F,uruguay,CA Penarol (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Racing Club,1933-04-08,2,0,F,uruguay,Nacional (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rampla Juniors Futbol Club,Defensor Sporting,1933-04-08,0,2,F,uruguay,Rampla Juniors Futbol Club (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Institucion Atletica Sud America,Central Espanol,1933-04-08,2,1,F,uruguay,Institucion Atletica Sud America (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,River Plate,1933-04-08,3,1,F,uruguay,Montevideo Wanderers (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,River Plate,1933-04-15,0,0,F,uruguay,Bella Vista (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Central Espanol,1933-04-15,1,1,F,uruguay,Defensor Sporting (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Institucion Atletica Sud America,1933-04-15,1,0,F,uruguay,Montevideo Wanderers (Uruguay),Institucion Atletica Sud America (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,CA Penarol,1933-04-15,2,0,F,uruguay,Nacional (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rampla Juniors Futbol Club,Racing Club,1933-04-15,1,1,F,uruguay,Rampla Juniors Futbol Club (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,Central Espanol,1933-04-22,2,0,F,uruguay,Bella Vista (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Defensor Sporting,1933-04-22,3,0,F,uruguay,Nacional (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Racing Club,River Plate,1933-04-22,1,0,F,uruguay,Racing Club (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rampla Juniors Futbol Club,Montevideo Wanderers,1933-04-22,2,0,F,uruguay,Rampla Juniors Futbol Club (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Institucion Atletica Sud America,1933-04-22,5,1,F,uruguay,CA Penarol (Uruguay),Institucion Atletica Sud America (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Institucion Atletica Sud America,Racing Club,1933-04-29,2,1,F,uruguay,Institucion Atletica Sud America (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Montevideo Wanderers,1933-04-29,3,0,F,uruguay,Nacional (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rampla Juniors Futbol Club,Bella Vista,1933-04-29,1,2,F,uruguay,Rampla Juniors Futbol Club (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Central Espanol,1933-04-29,1,1,F,uruguay,River Plate (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Defensor Sporting,1933-04-29,2,1,F,uruguay,CA Penarol (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Central Espanol,1933-05-06,5,0,F,uruguay,CA Penarol (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,River Plate,1933-05-06,7,0,F,uruguay,Nacional (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rampla Juniors Futbol Club,Bella Vista,1933-05-06,2,0,F,uruguay,Rampla Juniors Futbol Club (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Institucion Atletica Sud America,Racing Club,1933-05-06,1,0,F,uruguay,Institucion Atletica Sud America (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Defensor Sporting,1933-05-06,3,2,F,uruguay,Montevideo Wanderers (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Central Espanol,1933-05-13,1,0,F,uruguay,Nacional (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Rampla Juniors Futbol Club,1933-05-13,1,1,F,uruguay,Defensor Sporting (Uruguay),Rampla Juniors Futbol Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Institucion Atletica Sud America,1933-05-13,3,0,F,uruguay,CA Penarol (Uruguay),Institucion Atletica Sud America (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Racing Club,1933-05-13,1,1,F,uruguay,River Plate (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Bella Vista,1933-05-13,2,0,F,uruguay,Montevideo Wanderers (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Rampla Juniors Futbol Club,1933-05-20,3,0,F,uruguay,CA Penarol (Uruguay),Rampla Juniors Futbol Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Central Espanol,Bella Vista,1933-05-20,4,0,F,uruguay,Central Espanol (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Racing Club,1933-05-20,3,0,F,uruguay,Nacional (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Institucion Atletica Sud America,Defensor Sporting,1933-05-20,1,1,F,uruguay,Institucion Atletica Sud America (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,River Plate,1933-05-20,2,2,F,uruguay,Montevideo Wanderers (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Montevideo Wanderers,1933-05-27,1,1,F,uruguay,Nacional (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Central Espanol,River Plate,1933-05-27,2,1,F,uruguay,Central Espanol (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Racing Club,1933-05-27,4,1,F,uruguay,Defensor Sporting (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Bella Vista,1933-05-27,3,1,F,uruguay,CA Penarol (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rampla Juniors Futbol Club,Institucion Atletica Sud America,1933-05-27,1,0,F,uruguay,Rampla Juniors Futbol Club (Uruguay),Institucion Atletica Sud America (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Central Espanol,Montevideo Wanderers,1933-06-03,2,2,F,uruguay,Central Espanol (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,River Plate,1933-06-03,5,0,F,uruguay,Defensor Sporting (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rampla Juniors Futbol Club,Racing Club,1933-06-03,1,0,F,uruguay,Rampla Juniors Futbol Club (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Institucion Atletica Sud America,Bella Vista,1933-06-03,2,0,F,uruguay,Institucion Atletica Sud America (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Nacional,1933-06-03,2,2,F,uruguay,CA Penarol (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Central Espanol,1933-06-10,2,0,F,uruguay,Defensor Sporting (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Bella Vista,1933-06-10,4,2,F,uruguay,Nacional (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Racing Club,1933-06-10,5,1,F,uruguay,CA Penarol (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rampla Juniors Futbol Club,River Plate,1933-06-10,3,0,F,uruguay,Rampla Juniors Futbol Club (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Institucion Atletica Sud America,Montevideo Wanderers,1933-06-10,2,1,F,uruguay,Institucion Atletica Sud America (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Defensor Sporting,1933-06-17,3,1,F,uruguay,CA Penarol (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Central Espanol,Racing Club,1933-06-17,3,2,F,uruguay,Central Espanol (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Institucion Atletica Sud America,1933-06-17,1,0,F,uruguay,Nacional (Uruguay),Institucion Atletica Sud America (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Bella Vista,1933-06-17,1,0,F,uruguay,River Plate (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Rampla Juniors Futbol Club,1933-06-17,2,1,F,uruguay,Montevideo Wanderers (Uruguay),Rampla Juniors Futbol Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Defensor Sporting,1933-06-24,2,0,F,uruguay,Nacional (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,Racing Club,1933-06-24,2,0,F,uruguay,Bella Vista (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Central Espanol,Rampla Juniors Futbol Club,1933-06-24,1,0,F,uruguay,Central Espanol (Uruguay),Rampla Juniors Futbol Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Montevideo Wanderers,1933-06-24,2,2,F,uruguay,CA Penarol (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Institucion Atletica Sud America,1933-06-24,3,1,F,uruguay,River Plate (Uruguay),Institucion Atletica Sud America (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,River Plate,1933-08-05,4,0,F,uruguay,CA Penarol (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Institucion Atletica Sud America,Central Espanol,1933-08-05,3,2,F,uruguay,Institucion Atletica Sud America (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Bella Vista,1933-08-05,4,3,F,uruguay,Defensor Sporting (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Rampla Juniors Futbol Club,1933-08-05,1,0,F,uruguay,Nacional (Uruguay),Rampla Juniors Futbol Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Racing Club,1933-08-05,3,1,F,uruguay,Montevideo Wanderers (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Bella Vista,1933-08-12,3,0,F,uruguay,Nacional (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Montevideo Wanderers,1933-08-12,3,0,F,uruguay,Defensor Sporting (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Racing Club,Central Espanol,1933-08-12,1,0,F,uruguay,Racing Club (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rampla Juniors Futbol Club,CA Penarol,1933-08-12,0,2,F,uruguay,Rampla Juniors Futbol Club (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Institucion Atletica Sud America,1933-08-12,0,1,F,uruguay,River Plate (Uruguay),Institucion Atletica Sud America (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Montevideo Wanderers,1933-08-19,2,0,F,uruguay,CA Penarol (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Bella Vista,Racing Club,1933-08-19,2,3,F,uruguay,Bella Vista (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Institucion Atletica Sud America,1933-08-19,2,1,F,uruguay,Defensor Sporting (Uruguay),Institucion Atletica Sud America (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Central Espanol,1933-08-19,4,0,F,uruguay,Nacional (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rampla Juniors Futbol Club,River Plate,1933-08-19,2,0,F,uruguay,Rampla Juniors Futbol Club (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Institucion Atletica Sud America,1933-08-26,1,1,F,uruguay,Nacional (Uruguay),Institucion Atletica Sud America (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,River Plate,1933-08-26,0,1,F,uruguay,Defensor Sporting (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Racing Club,1933-08-26,1,0,F,uruguay,CA Penarol (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rampla Juniors Futbol Club,Central Espanol,1933-08-26,6,3,F,uruguay,Rampla Juniors Futbol Club (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Bella Vista,1933-08-26,2,0,F,uruguay,Montevideo Wanderers (Uruguay),Bella Vista (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Central Espanol,1933-09-02,8,2,F,uruguay,CA Penarol (Uruguay),Central Espanol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
